code,synonyms
"146501ASS","듀라겔현탁액,디마트현탁액,디안타현탁액(디오마그나이트,디오겔현탁액,디오나현탁액,디오마현탁액,위스트현탁액,위프리현탁액"
"146530ASS","듀라겔현탁액,디안타현탁액(디오마그나이트,디오겔현탁액,디오마현탁액"
"146602ACH","디소론캡슐,렉스민캡슐,마더스민캡슐,베노론캅셀<디오스민>,조아디오스민캡슐,케이스민캡슐,헤모스민캡슐"
"146603ATB","대웅바이오디오스민정600밀리그램,듀얼치싹정,디오맥스정,디오센정,마더스민정,메디오스정,베노론디정,치베인정,킴스민정,하이디오정"
"146801ATB","명인페니토인100밀리그람정,하나페니토인정,환인히단토인정"
"146801BIJ","삼진페니토인나트륨주사,페니톤주"
"146830BIJ","삼진페니토인나트륨주사100밀리그램,페니톤주"
"147401ATB","다이놀정,오스테움정"
"147701ATR","데파코트서방정,디발프로서방정"
"147702ATR","데파코트서방정,디발프로서방정"
"148001BIJ","대한디 만니톨주사액,대한디만니톨주사액,씨제이만니톨주사액,중외만니톨주사액"
"148002BIJ","대한디 만니톨주사액,대한디만니톨주사액,씨제이만니톨주사액,이노엔만니톨주사액,중외만니톨주"
"148003BIJ","대한디 만니톨주사액,대한디만니톨주사액"
"148004BIJ","대한디 만니톨주사액,대한디만니톨주사액,씨제이만니톨주사액,이노엔만니톨주사액,중외만니톨주사액"
"148005BIJ","대한디 만니톨주사액,대한디만니톨주사액,중외만니톨주사액"
"148006BIJ","대한디 만니톨주사액,대한디만니톨주사액,중외만니톨주"
"148007BIJ","대한디 만니톨주사액,대한디만니톨주사액,중외만니톨주"
"148008BIJ","대한디 만니톨주사액,대한디만니톨주사액"
"148009BIJ","대한디 만니톨주사액,대한디만니톨주사액,중외만니톨주사액"
"148101ATB","다비스정,도바스정,도베라정,도베마린정,도베민정,도베산정,도베스정,도베신정,도베실라정,도베실정"
"148103ATB","노베실산정,도베린정,도베셀정,도베스정,도베실정,도베엠정,도베우정,도베원스정,도베인정,도베칼정"
"148201BIJ","도부란주,도부민주(염산도부타민,도부민주사,명문도부타민염산염주사,토부렉스주,하나염산도부타민주사,휴온스도부타민염산염주사"
"148230BIJ","도부란주,명문도부타민염산염주사,오코민주,토부렉스주,하나도부타민염산염주사,휴온스도부타민염산염주사"
"148301BIJ","나노셀주,나녹셀엠주,나녹셀주,뉴탁셀에이주,도셀주,도소텔주,도탁셀주,동광도세탁셀주,디탁셀1 바이알주,디탁셀1바이알주"
"148302BIJ","나노셀주,나녹셀엠주,나녹셀주,뉴탁셀에이주,도셀주,도소텔주,도탁셀주,동광도세탁셀주,디탁셀1 바이알주,디탁셀1바이알주"
"148305BIJ","디탁셀1 바이알주,디탁셀1바이알주,디탁셀주,탁셀로주"
"148340BIJ","디탁셀1 바이알주,디탁셀1바이알주"
"148344BIJ","디탁셀1 바이알주,디탁셀1바이알주,모노탁셀주사액,베로탁셀1 바이알주,베로탁셀1바이알주,어코드도세탁셀주,탁소젠1 바이알주사,탁소젠1바이알주사,탁소텔1 바이알주,탁소텔1바이알주"
"148346BIJ","뉴탁셀에이주,도셀주,도탁셀주,디탁셀주,베로탁셀주,탁셀로주,탁소젠주사,탁소텔주,파캔서주"
"148348BIJ","디탁셀1 바이알주,디탁셀1바이알주,모노탁셀주사액,베로탁셀1 바이알주,베로탁셀1바이알주,어코드도세탁셀주,탁소젠1 바이알주사,탁소젠1바이알주사,탁소텔1 바이알주,탁소텔1바이알주"
"148350BIJ","뉴탁셀에이주,도셀주,도탁셀주,디탁셀주,베로탁셀주,탁셀로주,탁소젠주사,탁소텔주,파캔서주"
"148351BIJ","디탁셀주,탁셀로주"
"148401ALQ","그린큐액,페스돈액"
"148402ATB","대우돔페리돈정,돔페닐정(돔페리돈,돔펠정,마라돈정,마리돈정,모타리돈정,모티딘정(돔페리돈,무비돈정,부광돔페리돈정10밀리그램,삼아돔페리돈정"
"148403ASS","대원돔페리돈현탁액,하미돈현탁액"
"148432ASS","대원돔페리돈현탁액,하미돈현탁액"
"148501ATB","다리다정(말레인산돔페리돈,도페민정,도프리움정,돔세리정,돔탄티엠정,돔페리만정,돔페리움엠정,돔페린정,돔펠엠정,돔프린정"
"148601ATB","국제도네페질정,네오셉트정,네오페질정,넬슨도네페질정,녹십자도네페질정,뉴돈피질정,뉴로도네정,뉴로셉트정10밀리그람,뉴로케어정,뉴로페질정"
"148601ATD","네오셉트오디정,뉴로페질오디정,뉴셉트속붕정,뉴토인구강붕해필름,뉴페질구강붕해필름,도네디드속붕정,도네셉트속붕정,도네젠속붕정,도네질오디정,도네페질원속붕정"
"148602ATB","가미탈정,네오셉트정,네오페질정,넬슨도네페질정,녹십자도네페질정,뉴돈피질정,뉴로도네정,뉴로셉트정,뉴로케어정,뉴로킴정"
"148602ATD","네오셉트오디정,뉴로페질오디정,뉴셉트속붕정,뉴토인구강붕해필름,뉴페질구강붕해필름,도네디드속붕정,도네셉트속붕정,도네젠속붕정,도네질오디정,도네페질원속붕정"
"148603ATB","뉴토인정,도네일정,도네트정,도네펜정,도네필정,도페질정,디멘페질정,베아셉트정,브렌셉트정,실버셉트정"
"148604ATB","실버셉트정,하이페질정"
"148630ALQ","베아셉트액,신신도네페질액,제이더블유도네페질액,케이셉트액"
"148631ALQ","베아셉트액,신신도네페질액,제이더블유도네페질액,케이셉트액"
"148701BIJ","대우도파민주,도파신주사(염산도파민,도푸라민주,동국도파민염산염200밀리그램주사,동국염산도파민주사,명문이노판주,유도파주,트로핀주사200밀리그람,휴온스도파민주사액(도파민염산염)[수출명:DOPACEFINJ.]"
"148702BIJ","도파신주사,동국도파민염산염400밀리그램주사,동국염산도파민400밀리그람주사,트로핀주사400밀리그람"
"148703BIJ","트로핀주,휴온스염산도파민주사액"
"148731BIJ","대우도파민주,도파신주사(도파민염산염,도푸라민주,명문이노판주,유도파주,트로핀주사200밀리그람,휴온스도파민주사액(도파민염산염)[수출명:DOPACEFINJ.]"
"148801COS","도졸점안액,트루솝점안액"
"148830COS","트루솝점안액"
"148901ACH","삼일푸로치아덴캡슐,에스핀캅셀(염산도치에핀"
"149001BIJ","명문모프람주사,타프람주사"
"149101ATB","카도란정1밀리그람,카딜정,카르딜정1밀리그람,카르조신정,한불메실산독사조신정1밀리그람"
"149102ATB","독사신정,독시카민정,비씨메실산독사조신정2밀리그람,위더스독사조신메실산염정2밀리그램,제뉴원독사조신메실산염정2밀리그램,카데리나정2밀리그람,카도란정2밀리그람,카두라민정2밀리그람,카드린정2밀리그람,카딜정"
"149104ATR","독사존엑스엘서방정,카두라엑스엘서방정,카르딜엑스엘서방정4밀리그람,카비엑스엘서방정,프조신엑스엘서방정"
"149203ATB","고나스정,독세정,리치나잇정,명세핀정,사일레노정,사일원정,파마독세핀정"
"149204ATB","고나스정,독세정,리치나잇정,명세핀정,사일레노정,사일원정,슬리핀정,파마독세핀정"
"149301ACH","광동독시플루리딘캡슐,독시플루캡슐,디.에프캅셀,디독스캡슐,보령독시플루리딘캡슐100밀리그램,오라프리딘캅셀,후트론캡슐100밀리그람,훌루리딘캡슐"
"149302ACH","광동독시플루리딘캡슐200밀리그램,독시플루캡슐,디독스캡슐,디에프캡슐,보령독시플루리딘캡슐200밀리그램,튜머시드캡슐200밀리그람,후트론캡슐200밀리그람,훌루리딘캡슐"
"149401BIJ","독소루빈주사,에이디마이신주10밀리그람,에이디마이신주사액,에이디마이신주사액10밀리그람,에이디엠주,에이디엠주사액,일동아드리아마이신R.D.F.주사,일동아드리아마이신피.에프.에스.주사액10밀리그람,한국유나이티드염산독소루비신주"
"149402BIJ","독소루빈주사,에이디마이신주50밀리그람,에이디마이신주사액,에이디엠주,에이디엠주사액,일동아드리아마이신R.D.F.주사,일동아드리아마이신피에프에스주사액50밀리그람,한국유나이티드염산독소루비신주"
"149403BIJ","카스프리아주,케릭스주사"
"149404BIJ","산도스독소루비신주 mL,산도스독소루비신주mL,에베베독소루비신주 mL,에베베독소루비신주mL"
"149405BIJ","산도스독소루비신주 mL,산도스독소루비신주mL,에베베독소루비신주 mL,에베베독소루비신주mL"
"149430BIJ","독소루빈주사,독소신주사(독소루비신염산염,에이디마이신주사액,에이디엠주,에이디엠주사액,일동아드리아마이신알.디.에프.주사,일동아드리아마이신피.에프.에스.주사액,한국유나이티드염산독소루비신주"
"149432BIJ","독소루빈주사,독소신주사(독소루비신염산염,에이디마이신주사액,에이디엠주,에이디엠주사액,일동아드리아마이신알.디.에프.주사,일동아드리아마이신피.에프.에스.주사액,한국유나이티드염산독소루비신주50밀리그램"
"149433BIJ","독소신주사(독소루비신염산염,산도스독소루비신주 mL,산도스독소루비신주mL"
"149434BIJ","산도스독소루비신주 mL,산도스독소루비신주mL"
"149501ACH","독시라마이신캡슐,동구독시사이클린캅셀100밀리그람,신일모노독시엠캡슐,유니독시캅셀,트리씰린엔캅셀"
"149501ATB","더독시정,도크린정(독시사이클린,독시마이신엔정,독시메디정,독시사이정,독시엔디정,독시정,독시크네정,독시투정,바이넥스독시사이클린정100밀리그램"
"149701ACH","국제독시사이클린하이클레이트수화물캡슐100밀리그램,코러스독시사이클린캡슐(독시사이클린하이클레이트,하원독시사이클린캡슐(독시사이클린하이클레이트,휴온스독시사이클린하이클레이트캡슐"
"149702ACH","덴타클린캅셀,덴티스타캡슐"
"149801ATB","사라인정,스메르정,아졸정,유니솜정,자미슬정,자믹정,자비론정,잘덴정(호박산독실아민,포린피아정"
"149901ATB","리마인드정,페리시정,프마인정,히페리정"
"150001ASY","브로반시럽1,브로판플러스시럽,아스판시럽,아이코팡시럽,카타프로시럽,푸로스판시럽"
"150002ASY","대화헤데라시럽,델라시럽,리노스판시럽,브로판시럽,브론덱스시럽,브론스판시럽,브론큐시럽,브론키드시럽,비알헤데푸시럽,아이벡시럽"
"150007ATB","대원헤데라정,리노스판정,뮤코스판정,아이빅스정,헤데릭스정,헤데시드정,헤데코푸정,헤데판정,헤로스판정,헤브론에프정"
"150030ASY","아이스판 에프시럽,아이스판에프시럽"
"150032ASY","뉴코팡시럽,푸로스판시럽"
"150033ASY","뉴코팡시럽,아이비프로시럽,아이빅스시럽,지미아이시럽,푸로스판시럽,프로스트시럽,헤데릴시럽,휴로코푸시럽"
"150034ASY","리노스판시럽,브론스판시럽,브론큐시럽,아이스판시럽,코푸스티시럽,클락틴시럽,페셔날시럽,헤데릭스시럽,헤데신시럽,헤데코푸시럽"
"150038ASY","페셔날시럽,헤데론시럽"
"150043ASY","아이벡시럽,아이빅스시럽,헤데코푸시럽"
"150044ASY","뉴코팡시럽,브로반시럽[아이비엽에탄올건조엑스],브로판플러스시럽,아스판시럽,아이빅스시럽,아이코팡시럽,코푸솔플러스시럽,푸로스판시럽,프로스트시럽,헤브론에프시럽"
"150045ASY","대화헤데라시럽,리노스판시럽,브론덱스시럽,브론스판시럽,브론큐시럽,브론키드시럽,비알헤데푸시럽,아이벡시럽,아이브로시럽,아이비투시럽"
"150501ATB","듀파스톤정,중외듀파스톤정"
"150601ATB","건바스틴정,라이트에바스틴정,바스콜정,보령에바스텔정,스바에정,에바딘정,에바스정,에바스틸정,에바티스정,에바틴엠정"
"150702ACH","셀몬캅셀"
"150801COM","에코라연고,팡가졸연고(질산에코나졸"
"150830COM","에코라연고,팡가졸연고(질산에코나졸"
"150901BIJ","레드큐어주,블레이안주,에데트주사,칼킬레이트주"
"150930BIJ","레드큐어주,칼킬레이트주"
"151101BIJ","알보젠엘카토닌주,엘시토닌주,엘카닌주,엘카주,유영엘카토닌주"
"151102BIJ","엘시토닌주20S,엘카닌주,엘카주,유영엘카토닌주"
"151130BIJ","알보젠엘카토닌주10단위,엘시토닌주,엘카닌주,엘카주,유영엘카토닌주10단위"
"151131BIJ","엘시토닌주20S,엘카닌주,엘카주,유영엘카토닌주20단위"
"151601ATB","나라프릴정,나릴정,나프릴정,날프릴정,네프릴정,뉴프릴정,대우에날라프릴정(에날라프릴말레산염,대원에날라프릴정,데번프릴정10밀리그람(말레인산에날라프릴,동광에날라프릴정10mg"
"151603ATB","레나톤정5밀리그람(말레인산에날라프릴,레니프릴정,레니프릴정5밀리그람,에나프린정"
